Code AGB,ingredient_name_fr,ingredient_name_en,co2_per_kg,water_L_per_kg,energy_MJ_per_kg
20986,"Kombu royal (Saccharina latissima), séchée ou déshydratée","Sea belt (Saccharina latissima), dried or dehydrated",23.573559772846444,4.832336980590001,396.0
20985,"Laitue de mer (Ulva sp.), séchée ou déshydratée","Sea lettuce (ulva sp.), dried or dehydrated)",23.17136354578145,4.825498841590001,393.0
20996,"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté","Carragheen mosses (Chondrus crispus), dried or dehydrated",23.17136354578145,4.825498841590001,393.0
20987,"Nori (Porphyra sp.), séchée ou déshydratée","Laver (Porphyra sp.), dried or dehydrated",23.573559772846444,4.832336980590001,396.0
11086,"Spiruline (Spirulina sp.), séchée ou déshydratée","Spirulina, (spirulina sp.), dried",23.573799552431538,4.833158334690001,396.0
20984,"Wakamé (Undaria pinnatifida), séchée ou déshydratée","Wakame (Undaria pinnatifida), dried or dehydrated",23.573799552431538,4.833158334690001,396.0
20999,"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée","Atlantic wakame (Alaria esculenta), dried or dehydrated",23.17136354578145,4.825498841590001,393.0
11013,Moutarde,Mustard,3.184291189825,0.434007671,30.0
11021,Moutarde à l'ancienne,"Mustard, with grains",3.184291189825,0.434007671,30.0
13147,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)",2.3380743867308906,2.0047665054999997,20.6
11043,Tapenade,"Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice",3.2334228093789,7.6172407482,37.5
11018,Vinaigre,Vinegar,1.9198516871060995,0.1488407799,17.2
11091,Vinaigre balsamique,"Vinegar, balsamic",1.9198516871060995,0.1488407799,17.2
11090,Vinaigre de cidre,"Vinegar, cider",1.6819320770730997,0.6896690276,13.6
42000,"Substitut de repas hypocalorique, crème dessert","Meal replacement low calorie, Custard cream dessert-type",5.3122207481918995,0.8029365755,42.8
42004,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","Meal replacement low calorie, in powder, reconstituted with skimmed milk",5.3122207481918995,0.8029365755,42.8
42005,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type",5.3122207481918995,0.8029365755,42.8
42003,"Substitut de repas hypocalorique, prêt à boire","Meal replacement low calorie, ready-to-drink",5.3122207481918995,0.8029365755,42.8
11025,"Cannelle, poudre","Cinnamon, powder",18.7965247930358,4.3742990343,78.8
11075,"Cardamome, poudre","Cardamom, powder",18.7965247930358,4.3742990343,78.8
11064,"Carvi, graine","Caraway, seed",18.7965247930358,4.3742990343,78.8
11052,Clou de girofle,Cloves,18.786780604095803,4.3703297943,78.7
11026,"Coriandre, graine","Coriander, seed",4.2646721342185705,1.4644250556,32.9
11042,"Cumin, graine","Cumin, seed",18.7965247930358,4.3742990343,78.8
11089,"Curcuma, poudre","Turmeric, powder",18.796763354218598,4.375095484599999,78.8
11005,"Curry, poudre","Curry, powder",18.7965247930358,4.3742990343,78.8
11066,"Fenouil, graine","Fennel, seed",4.2646721342185705,1.4644250556,32.9
11077,"Fenugrec, graine","Fenugreek, seed",18.7965247930358,4.3742990343,78.8
11006,"Gingembre, poudre","Ginger, powder",4.043710605448569,2.1825974396,31.7
11074,"Gingembre, racine crue","Ginger, raw",0.98911400891257,1.7928164525999999,7.35
11053,"Laurier, feuille","Bay, leaves",3.731555726700571,4.3938264886,29.5
11048,Noix de muscade,Nutmeg,4.46174437261857,1.4656240146,34.1
11049,Paprika,Paprika,18.7965247930358,4.3742990343,78.8
11061,"Pavot, graine","Poppy, seed",5.79439118464057,4.3590322886,36.2
11019,"Poivre blanc, poudre","White pepper, powder",18.796763354218598,4.375095484599999,78.8
11088,Poivre de Cayenne ou piment de Cayenne,Cayenne pepper,18.7965247930358,4.3742990343,78.8
11015,"Poivre noir, poudre","Black pepper, powder",18.798701948435795,4.3746777473,79.0
11056,Quatre épices,Mix of 4 spices,12.810517337335803,3.3598220603,59.8
11039,Safran,Saffron,18.7965247930358,4.3742990343,78.8
11065,"Vanille, extrait alcoolique","Vanilla, alcoholic extract",8.749370591942611,0.680444270777,55.5
11098,"Vanille, extrait aqueux","Vanilla, aqueous extract",8.749370591942611,0.680444270777,55.5
11023,"Ail séché, poudre","Garlic, powder, dried",3.53850540653657,0.8293855446,29.4
11000,"Ail, cru","Garlic, fresh",0.7665688831028601,0.5520477322,6.38
11093,"Aneth, frais","Dill, fresh",1.75823777664686,5.1549029042,12.4
11033,"Basilic, frais","Basil, fresh",1.75823777664686,5.1549029042,12.4
11032,"Basilic, séché","Basil, dried",5.14803791220457,20.180703590599997,35.4
11002,"Cerfeuil, frais","Chervil, fresh",1.75823777664686,5.1549029042,12.4
11003,"Ciboule ou Ciboulette, fraîche","Chive or spring onion, fresh",1.47880344718086,0.6981743942,12.1
11094,"Coriandre, fraiche","Coriander, fresh",2.05507602689505,1.3127526262,14.7
11092,"Estragon, frais","Tarragon, fresh",1.4694222767361,4.5359705448000005,10.9
11060,"Herbes de Provence, séchées","Provence herbs, dried",5.1662237048815705,20.3784608346,35.4
11034,"Marjolaine, séchée","Marjoram, dried",5.14803791220457,20.180703590599997,35.4
51500,"Meloukhia, feuilles de corète séchées, en poudre",Molokhia powder (dried jute leaves),4.3519059396645705,1.9885170906,40.5
11027,"Menthe, fraîche","Mint, fresh",1.4693498673630503,4.5350944542,10.9
11035,"Origan, séché","Oregano, dried",5.14803791220457,20.180703590599997,35.4
11014,"Persil, frais","Parsley, fresh",2.2457086448020496,1.8588105201999998,13.6
11024,"Persil, séché","Parsley, dried",8.67617995418457,8.112924290599999,47.6
11016,"Raifort, cru","Horseradish, fresh",1.4816413619488602,0.5258386842,12.0
11068,"Romarin, frais","Rosemary, fresh",1.75823777664686,5.1549029042,12.4
11036,"Romarin, séché","Rosemary, dried",5.14803791220457,20.180703590599997,35.4
11062,"Sarriette, séchée","Savory, dried",5.14803791220457,20.180703590599997,35.4
11069,"Sauge, fraîche","Sage, fresh",1.75823777664686,5.1549029042,12.4
11037,"Sauge, séchée","Sage, dried",5.14803791220457,20.180703590599997,35.4
11070,"Thym, frais","Thyme, fresh",1.7583929585644005,5.155898468,12.4
11038,"Thym, séché","Thyme, dried",5.1481224665346,20.181500041599996,35.4
37000,Base de pizza à la crème,cream sauce for pizza base,4.708527146401001,0.370698125,32.1
37002,Base de pizza tomatée,Tomato sauce for pizza base,1.961534396037,2.4773685776,24.6
11507,Bicarbonate de soude,Sodium bicarbonate,3.21223075654003,2.0343992724000004,18.2
11007,"Gélatine, sèche","Gelatine, dried",5.2241914983750295,0.8483066153000002,22.9
42200,Lécithine de soja,Soy lecithin,10.7844106259111,0.6731234609000001,38.2
11046,Levure chimique ou Poudre à lever,Baking powder or raising agent,4.2161694018400295,3.8144673724000002,22.9
20916,Miso,Miso,2.422484725946,2.8989521229999995,22.0
31089,Sirop d'agave,"Syrup, agave",11.2568254241685,0.6759401338,127.0
31034,Sirop d'érable,"Syrup, maple",4.600645169693299,2.4961754731000005,32.4
20919,Sirop léger pour fruits appertisés au sirop,Light syrup for canned fruits in syrup,1.8685605975626403,0.42066354429999997,16.2
20918,Sirop pour fruits appertisés au sirop,Syrup for canned fruits in syrup,1.86877118207117,0.42276208719999997,16.2
9640,Son d'avoine,Oat bran,1.1792220230611,0.27431927719999993,6.92
9621,Son de blé,Wheat bran,0.7445557624739,0.08632242949999999,5.64
9641,Son de maïs,Maize/corn bran,0.7937708155000999,0.3054082571999999,6.03
9643,Son de riz,Rice bran,2.2292751252360996,7.0978175852000005,8.15
20917,Tempeh,Tempeh,4.7353735274280995,1.1755118694000002,35.6
39700,"Crème anglaise, préemballée","Light custard cream with vanilla, prepacked",3.621067786271901,0.5456770715,26.2
25620,"Guacamole, préemballé","Guacamole, prepacked",3.2817073330919007,16.8338651575,29.4
11112,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",2.714876882353901,6.4740178515,40.6
25621,Houmous,Hummus,2.2255168488169006,1.2693591244999998,25.5
11008,Ketchup,Ketchup,2.3698143106149008,0.9073197845000001,31.4
11054,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),5.371635638606898,4.249206769500001,42.4
11079,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",5.371635638606898,4.249206769500001,42.4
11159,Sauce à la crème,Cream sauce,5.221517314407999,0.4627540035,41.8
11161,Sauce à la crème aux épices,Cream sauce with spices,4.771553627535,0.5417673945,40.4
11162,Sauce à la crème aux herbes,Cream sauce with herbs,4.771553627535,0.5417673945,40.4
11122,"Sauce à l'échalote à la crème, préemballée","Cream sauce with shallots, prepacked",4.742386555832001,0.5225726555000001,40.1
11163,"Sauce aigre douce, préemballée","Sweet and sour sauce, prepacked",2.454381827433,1.0573973481999999,32.5
11168,"Sauce aïoli, préemballée","Aioli sauce (garlic and olive oil mayonnaise), prepacked",3.2721569366469008,18.039677193500005,43.6
11167,"Sauce américaine, préemballée","American-style sauce, prepacked",7.7937152824799005,0.8701787255,43.6
11111,"Sauce armoricaine, préemballée","Armorican-style sauce, prepacked",7.816259599400001,0.8743532505,45.2
11140,"Sauce au beurre blanc, préemballée","White butter sauce, prepacked",9.269201565286002,0.7351125572,42.2
11158,"Sauce au beurre, préemballée","Sauce, butter, prepacked",9.269133355927002,0.7337033774999999,42.2
11300,Sauce au chocolat,Chocolate sauce,13.758545314270998,0.46731897699999997,35.1
11132,"Sauce au curry, préemballée","Curry sauce, prepacked",2.147982069361001,1.0625466604999998,30.3
11189,"Sauce au fromage pour risotto ou pâtes, préemballée","Cheese sauce for risotto or pasta, prepacked",8.282539192692,0.6180970565,39.5
11115,"Sauce au poivre vert, préemballée","Green pepper sauce, prepacked",2.885141315500001,0.3285270025,33.2
11182,"Sauce au poivre, chaude, préemballée","Sauce, pepper, prepacked",4.064850878761,0.39310206049999996,38.5
11212,"Sauce au poivre, condimentaire, froide, préemballée","Sauce, pepper, prepacked",4.042306561840899,0.3889275355,37.0
11191,"Sauce au roquefort, préemballée","Roquefort (blue cheese) sauce, prepacked",9.269133355927002,0.7337033774999999,42.2
11164,Sauce au vin rouge,Red wine sauce,3.2847949688240003,0.5206687075,37.8
1006,Vin doux,"Wine, white, sweet",2.705935895440701,0.2598438347,23.2
11192,"Sauce aux champignons et à la crème, préemballée","Cream sauce with mushrooms, prepacked",8.881524890926997,21.180282028500006,63.4
11160,"Sauce aux champignons, préemballée","Mushroom sauce, prepacked",8.252925777617001,27.2769432925,67.5
11100,"Sauce barbecue, préemballée","Barbecue sauce, prepacked",2.8290892913509005,2.0391199585,35.2
11170,"Sauce basquaise ou Sauce aux poivrons, préemballée","Basque-style sauce or tomato sauce with sweet peppers, prepacked",2.4790756936270006,3.9171934585000003,36.8
11102,"Sauce béarnaise, préemballée","Bearnaise sauce, prepacked",10.260981096826999,1.0757479765,44.2
11143,"Sauce béchamel, maison","Bechamel sauce, home-made",4.654303333117001,0.4245165025,32.3
11101,"Sauce béchamel, préemballée","Bechamel sauce, prepacked",4.654303333117001,0.4245165025,32.3
11120,"Sauce bourguignonne, préemballée","Burgundy-style sauce, prepacked",5.175870364313899,5.1183260745,41.3
11196,"Sauce burger, préemballée","Burger sauce, prepacked",5.349056161139899,4.2486254575,42.2
11128,"Sauce carbonara, préemballée","Carbonara sauce (cream sauce with lardoons), prepacked",10.457318003181,1.2813261004999998,56.5
11129,"Sauce chasseur, préemballée","Hunter-style sauce (a garnish of mushrooms, shallots and tomatoes in white wine sauce), prepacked",4.998321860988001,8.1629528225,42.4
11198,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée","Salad dressing, reduced fat, prepacked",5.2653523314859,4.2378574195,41.4
11187,"Sauce crudités ou Sauce salade, préemballée","Salad dressing, prepacked",5.2653523314859,4.2378574195,41.4
11199,"Sauce grand veneur, préemballée","Grand veneur sauce (a reduction of red wine with garlic, shallots and red currant jelly), prepacked",5.1984146812339995,5.1225006005,42.8
11105,"Sauce hollandaise, préemballée","Hollandaise sauce, prepacked",12.590264049032,0.9985645165,46.4
11202,"Sauce indienne type tandoori ou tikka masala, préemballée","Indian-style sauce, tandoori or garam masala type, prepacked",3.1520238702950008,1.0605759664999999,34.5
11203,"Sauce kebab, préemballée","Kebab sauce, prepacked",4.4829781758979,1.0999176995,37.7
11121,"Sauce madère, préemballée","Madeira wine sauce, prepacked",10.959013788816995,0.7232479145,38.2
11157,"Sauce moutarde, préemballée",Mustard sauce prepacked,4.6206437441008985,0.5078760265000001,39.1
11194,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée","Nuoc mam sauce or fish sauce, prepacked",1.9877523096558998,0.4991144245,31.5
11210,"Sauce pesto rosso, préemballée","Sauce, pesto rosso, prepacked",5.725852793516999,11.0141425135,40.2
11179,"Sauce pesto, préemballée","Sauce, pesto, prepacked",5.725852793516999,11.0141425135,40.2
11205,"Sauce rouille, préemballée","Mayonnaise flavoured with garlic, chilli pepper and fish broth, prepacked",4.652684812527799,3.8567382833,35.5
11104,"Sauce soja, préemballée","Soy sauce, prepacked",1.9882710475248997,0.2974498082,27.2
11051,"Sauce tartare, préemballée","Tartare sauce, prepacked",4.042427566829899,0.39142716520000004,37.0
11114,"Sauce tomate à la viande ou Sauce bolognaise, préemballée","Tomato sauce, with meat or Bolognese sauce, prepacked",26.412800455234002,2.4316547622,60.1
11208,"Sauce tomate au fromage, préemballée","Tomato sauce, w cheese, prepacked",3.590481271163,2.6202395352000005,38.7
11177,"Sauce tomate aux champignons, préemballée","Tomato sauce, w mushrooms, prepacked",3.548458312879001,5.6569424522,41.4
11107,"Sauce tomate aux oignons, préemballée","Tomato sauce, with onions, prepacked",2.933914667049,2.6279968172000006,37.6
11178,"Sauce tomate aux olives, préemballée","Tomato sauce, w olives, prepacked",2.919787519993,2.8397778492000008,37.6
11207,"Sauce tomate aux petits légumes, préemballée","Tomato sauce, w vegetables, prepacked",2.9958973300570007,3.9228108312000005,38.4
11219,"Sauce végétale type bolognaise, préemballée",Vegetable Bolognese sauce,2.403589550589001,1.5383738346,46.9
11110,"Sauce vinaigrette (50 à 75% d'huile), préemballée","Salad dressing, (50-75% of oil), prepacked",4.725476936499899,3.7304712255,40.3
11082,"Fleur de sel, non iodée, non fluorée","Pure sea salt, no enrichment",1.26428017599228,0.076757161,9.05
11044,Sel au céleri,Celery salt,1.26428017599228,0.076757161,9.05
11058,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)","Salt, white, for human consumption (sea, igneous or rock), iodine added, no other enrichment",1.26428017599228,0.076757161,9.05
11017,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)","Salt, white, for human consumption (sea, igneous or rock), no enrichment",1.26428017599228,0.076757161,9.05
11083,"Sel marin gris, non iodé, non fluoré","Sea salt, grey, no enrichment",1.26428017599228,0.076757161,9.05
24689,Biscuit pour bébé,Biscuit for baby,6.0682717278139995,1.8154755399999998,50.0
13167_1,"Céréales instantanées, poudre à reconstituer, dès 4/6 mois",Instant cereal (powder to be reconstituted) for baby from 4/6 months,4.3921800401511994,1.053944351,24.0
13168_1,"Céréales instantanées, poudre à reconstituer, dès 6 mois",Instant cereal (powder to be reconstituted) for baby from 6 months,4.3921800401511994,1.053944351,24.0
13167_2,"Céréales instantanées, poudre reconstituée chez le consommateur, dès 4/6 mois","Instant cereal for baby from 4/6 months, rehydrated with milk at consumer step",1.8224037306082006,0.3203088867,12.8
13168_2,"Céréales instantanées, poudre reconstituée chez le consommateur, dès 6 mois","Instant cereal for baby from 6 months, rehydrated with milk at consumer step",1.8224037306082006,0.3203088867,12.8
13165,Dessert lacté infantile au riz ou à la semoule,"Dairy dessert for baby, with rice or semolina",4.983658696510001,0.9415734320000001,34.3
13166,Dessert lacté infantile nature sucré ou aux fruits,"Dairy dessert for baby, plain with sugar or with fruits",4.983658696510001,0.9415734320000001,34.3
13164,Dessert lacté infantile type crème dessert,"Dairy dessert for baby, custard type",4.983658696510001,0.9415734320000001,34.3
13157,Petit pot fruit avec banane pour bébé,Baby food jar with banana,3.136732272975,1.3088103520000003,31.7
13158,Petit pot fruit sans banane pour bébé,Baby food jar without banana,3.136732272975,1.3088103520000003,31.7
13159,Boisson aux fruits pour bébé dès 4/6mois,Fruit-based beverage for baby from 4/6 months,1.6382863483254,9.8626221905,12.4
13162,Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois,Dairy cereal-based beverage with fruits for baby's snack from 4/6 months,1.7031894675141004,0.16818114309999999,9.01
13161,Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois,Dairy cereal-based beverage with vegetables for baby's dinner from 4/6 months,1.7257637852340006,0.1723556681,10.5
13173,Boisson infantile céréales lactées pour le petit déjeuner,Dairy cereal-based beverage for baby's breakfast,1.7257637852340006,0.1723556681,10.5
13170,Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois,Dairy cereal-based beverage for baby's breakfast from 12 months,1.7257637852340006,0.1723556681,10.5
13163,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,Dairy cereal-based beverage for baby's breakfast from 4/6 months,1.7257637852340006,0.1723556681,10.5
13169,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois,Dairy cereal-based beverage for baby's breakfast from 8/9 months,1.7257637852340006,0.1723556681,10.5
3000_1,"Lait 1er âge, poudre soluble (préparation pour nourrissons)","Baby milk, first age, powder, non rehydrated",16.102312771970002,1.9816537588000003,38.1
3000_2,"Lait 1er âge, poudre soluble (préparation pour nourrissons), réhydratée chez le consommateur","Baby milk, first age, powder, rehydrated at consumer",2.1771529749822998,0.27241422351000005,5.15
19013,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)","Baby milk, first milk, ready to feed",1.5898894209812005,0.2539056796,11.7
3002_1,"Lait 2e âge, poudre soluble (préparation de suite)","Baby milk, second age, powder, non rehydrated",16.102312771970002,1.9816537588000003,38.1
3002_2,"Lait 2e âge, poudre soluble (préparation de suite), réhydratée chez le consommateur","Baby milk, second age, powder, rehydrated at consumer",2.1771529749822998,0.27241422351000005,5.15
19014,"Lait 2e âge, prêt à consommer (préparation pour nourrissons)","Baby milk, follow on milk, ready to feed",1.5898894209812005,0.2539056796,11.7
19012_1,"Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)","Baby milk, growing up milk, ready to feed",1.3666726041636001,0.2469491475,8.35
19012_2,"Lait de croissance infantile, poudre (réhydratée chez le consommateur)","Baby milk, growing up milk, powder, rehydrated with water at consumer step",2.1771529749822998,0.27241422351000005,5.15
20247,"Petit pot légumes, avec féculent, dès 4/6 mois","Baby food jar with vegetables and starch, from 4-6 months",2.4194513509338993,0.668701355,28.0
20246,"Petit pot légumes, dès 4-6 mois","Baby food jar with vegetables, from 4-6 months",2.4194513509338993,0.668701355,28.0
20251,"Plat légumes, avec féculent et lait/crème, dès 12 mois","Vegetable dish for baby, with milk/cream and starch, from 12 months",2.4212782768709005,1.2601530855999998,27.7
20254,"Plat légumes, avec féculent et lait/crème, dès 18 mois","Vegetable dish for baby, with milk/cream and starch, from 18 months",2.4212782768709005,1.2601530855999998,27.7
20249,"Plat légumes, avec féculent et lait/crème, dès 6-8 mois","Vegetable dish for baby, with milk/cream and starch, from 6-8 months",2.4212782768709005,1.2601530855999998,27.7
20250,"Plat légumes, avec féculent et lait/crème, dès 8-12 mois","Vegetable dish for baby, with milk/cream and starch, from 8-12 months",2.4212782768709005,1.2601530855999998,27.7
42605,"Plat légumes, avec féculent et viande/poisson, dès 12 mois","Vegetable dish for baby, w meat/fish and starch, from 12 months",4.496024296528901,1.2780237266,41.8
42606,"Plat légumes, avec féculent et viande/poisson, dès 18 mois","Vegetable dish for baby, w meat/fish and starch, from 18 months",4.496024296528901,1.2780237266,41.8
42603,"Plat légumes, avec féculent et viande/poisson, dès 6-8 mois","Vegetable dish for baby, w meat/fish and starch, from 6-8 months",4.496024296528901,1.2780237266,41.8
42604,"Plat légumes, avec féculent et viande/poisson, dès 8-12 mois","Vegetable dish for baby, w meat/fish and starch, from 8-12 months",4.496024296528901,1.2780237266,41.8
20248,"Plat légumes, avec féculent, dès 6-8 mois","Vegetable dish for baby, with starch, from 6-8 months",2.1826388365639,1.3310709136,26.8
20252,Soupe pour bébé légumes et pomme de terre,"Soup for baby, with vegetables and potatoes",1.5944661831694997,0.2736612958,23.3
20253,"Soupe pour bébé légumes, céréales et lait","Soup for baby, with vegetables, cereals and milk",1.7203430937035,0.42519773959999996,24.1
1014,Alcool pur,Pure alcohol,2.5187777747319995,0.1665522244,21.8
1007,Apéritif à base de vin ou vermouth,Wine-based aperitif,2.6263324812575997,0.4042431254,22.2
5001,"""Bière """"coeur de marché"""" (4-5° alcool)""","Beer, regular (4-5° alcohol)",2.6936645988208996,0.24820255550000003,27.3
5011,"""Bière """"de spécialités"""" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)""","""Beer, """"specialty"""", from abbey or regional (varying alcohol content)""",2.6936645988208996,0.24820255550000003,27.3
5010,"""Bière """"spéciale"""" (5-6° alcool)""","Beer, special (5-6° alcohol)",2.6936645988208996,0.24820255550000003,27.3
5000,Bière brune,"Beer, dark",2.6936645988208996,0.24820255550000003,27.3
5008,Bière faiblement alcoolisée (3° alcool),"Beer, low alcohol-content (3° alcohol)",2.6936645988208996,0.24820255550000003,27.3
5002,Bière forte (>8° alcool),"Beer, strong (>8° alcohol)",2.6936645988208996,0.24820255550000003,27.3
5030,"Bière sans alcool (<1,2° alcool)","Beer, alcohol-free (<1,2° alcohol)",2.6936645988208996,0.24820255550000003,27.3
5207,Champagne,Champagne,4.463664240283899,0.4038444546,36.5
5022,Cidre aromatisé (framboise),Flavoured cider,2.6607593701579004,0.7557908565000001,22.2
5021,Cidre bouché demi-sec,"Cider, half-dry",2.6607593701579004,0.7557908565000001,22.2
5006,Cidre brut,"Cider, dry",2.6607593701579004,0.7557908565000001,22.2
5007,Cidre doux,"Cider, sweet",2.6607593701579004,0.7557908565000001,22.2
5020,Cidre traditionnel,Cider,2.6607593701579004,0.7557908565000001,22.2
1012,Cocktail à base de rhum,Rum-based cocktail,2.19388617347,0.6935267246,17.9
1013,Cocktail à base de whisky,Whiskey-based cocktail,2.1088790754068008,0.16238152660000002,18.2
2008,Cocktail sans alcool (à base de jus de fruits et de sirop),"Cocktail, alcohol-free (juices and syrup-based cocktail)",2.253281983921,0.5819895302000001,18.6
1022,"Cocktail type punch, 16% alcool","Cocktail, punch type, 16% alcohol",2.5037908888829,0.8216320974000002,20.7
1021,Crème de cassis,Blackcurrant liqueur,3.476219102983,1.1570509435,29.2
1001,Eau de vie,Clear fruit brandy or eau-de-vie,2.5051216881110996,0.1640247392,20.9
1023,"Eau de vie de vin, type armagnac, cognac","Spirit made from wine, armagnac or cognac type",2.5191014661875997,0.1691073211,21.8
1002,Gin,Gin,2.5187777747319995,0.1665522244,21.8
1018,Kir (au vin blanc),Kir (Cocktail of white wine with red fruit liqueur),3.0984968933249006,0.4246602006,26.9
1019,Kir royal (au champagne),Champagne kir (Cocktail of champagne with red fruit liqueur),3.1229535580649,0.4528472171,27.1
1003,Liqueur,Liqueur,3.1877013378699997,1.2384790453999999,23.3
1015,Marsala,Marsala wine,2.448304206025,0.19984246790000001,21.8
5004,Panaché (limonade et bière),Shandy (beer + lemonade),2.4589467463869004,0.3236300375,22.8
5005,Panaché préemballé (<1° alc.),"Shandy, prepacked (<1° alcohol)",2.4589467463869004,0.3236300375,22.8
1000,Pastis,Pastis (anise-flavoured spirit),2.5187777747319995,0.1665522244,21.8
5100,Pétillant de fruits,Sparkling fruit wine,4.284801320262899,0.5621175583,34.8
1004,Rhum,Rum,2.5187777747319995,0.1665522244,21.8
1026,Saké ou Alcool de riz,Sake or rice wine,2.5187777747319995,0.1665522244,21.8
1017,Sangria,Sangria,2.7288627226539,2.7155592894929996,23.3
5201,Vin blanc mousseux,"Wine, white, sparkling",4.2737488664569,0.38827974820000005,35.1
5209,Vin blanc mousseux aromatisé,"Wine, white, sparkling, flavoured",4.2737488664569,0.38827974820000005,35.1
5214,Vin rouge,"Wine, red",2.5381941972077002,0.23056609630000002,22.5
5215,Vin blanc sec,"Wine, white, dry",3.0074380512669006,0.2648223672,26.2
5216,Vin rosé,"Wine, rose",2.9143484714559005,0.24850023573,23.9
11166,Sauce au yaourt,Yogurt sauce,3.3546362124839,0.5809848132000001,30.6
1008,Vodka,Vodka,2.5191014661875997,0.1691073211,21.8
1005,Whisky,Whisky,2.5191014661875997,0.1691073211,21.8
18905,"Boisson à base d'avoine, nature","Oat-based drink, plain, prepacked",1.1293049711968,0.3690649981,9.58
18904,"Boisson à base de riz, nature","Rice-based drink, plain",0.7628760129639,1.0599907278999998,8.35
18907,"Boisson à la noix de coco, nature, préemballée",Coconut water,1.6716258579408003,2.024857708,9.97
18107,Boisson à l'amande,"Almond drink not sweet, not fortified, prepacked",0.7614675830058,1.0615955905000003,8.26
18030,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants","Bottled water, flavoured, without sugar and with artificial sweeteners",0.7540918212970911,0.0845267427,9.25
18028,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant","Bottled water, flavoured, without sugar and artificial sweeteners",0.7540918212970911,0.0845267427,9.25
18012,"Boisson à l'eau minérale ou de source, aromatisée, sucrée","Bottled water, flavoured, w sugar",0.7540918212970911,0.0845267427,9.25
18343,Boisson au jus de fruit et au lait,Fruit juice with milk,2.0209226831414995,9.024121295750001,15.7
18902,"Boisson au soja, aromatisée, sucrée","Soy drink, flavoured, with sugar",0.869413815489,0.0814770261,7.59
